Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1662153333E+02    0.2457979313E+02   -0.7958259801E+01
    0.2838256667E+02    0.3658325278E+02   -0.8200686113E+01
    0.9953940000E+02    0.1050737932E+03   -0.5534393224E+01
Prediction RMSE and MaxAE:        11.0699794926       24.4030601573
Predictions (y,pred,y-pred) by the model of dimension:     2
    0.5629570000E+02    0.5682910159E+02   -0.5334015917E+00
    0.4909853333E+02    0.4413308171E+02    0.4965451628E+01
    0.1236949333E+03    0.1136685491E+03    0.1002638427E+02
    0.6544593333E+02    0.6589109013E+02   -0.4451567973E+00
    0.5754726667E+02    0.7182916371E+02   -0.1428189705E+02
    0.6419260000E+02    0.8396654265E+02   -0.1977394265E+02
    0.6074053333E+02    0.6164543511E+02   -0.9049017744E+00
    0.6109540000E+02    0.6153258453E+02   -0.4371845318E+00
    0.6641613333E+02    0.6563724583E+02    0.7788875063E+00
    0.4331223333E+02    0.4416267993E+02   -0.8504466007E+00
    0.1270568667E+03    0.1171319755E+03    0.9924891128E+01
    0.1048403333E+03    0.9394430337E+02    0.1089602996E+02
    0.1511233333E+02    0.1368607755E+02    0.1426255787E+01
    0.5040940000E+02    0.4236423830E+02    0.8045161701E+01
    0.6252836667E+02    0.5122839708E+02    0.1129996959E+02
    0.6859230000E+02    0.5977597876E+02    0.8816321244E+01
    0.7978300000E+02    0.8368023260E+02   -0.3897232603E+01
    0.4609493333E+02    0.5767780189E+02   -0.1158286856E+02
    0.2953980000E+02    0.2244197406E+02    0.7097825945E+01
    0.6125163333E+02    0.5746738235E+02    0.3784250981E+01
    0.1227551333E+03    0.1329591406E+03   -0.1020400727E+02
    0.1092017667E+03    0.1218208939E+03   -0.1261912726E+02
    0.1519966667E+02    0.1979151153E+02   -0.4591844859E+01
    0.2608033333E+02    0.3451403161E+02   -0.8433698272E+01
    0.2318960000E+02    0.2949510854E+02   -0.6305508544E+01
    0.3464173333E+02    0.4427150717E+02   -0.9629773841E+01
    0.9001296667E+02    0.9038179637E+02   -0.3688297074E+00
    0.9820813333E+02    0.9557096354E+02    0.2637169789E+01
    0.6961473333E+02    0.4900358791E+02    0.2061114542E+02
    0.8448030000E+02    0.9118160560E+02   -0.6701305600E+01
    0.1186644000E+03    0.1060166325E+03    0.1264776749E+02
    0.1662153333E+02    0.1045304256E+02    0.6168490773E+01
    0.2838256667E+02    0.2621592193E+02    0.2166644736E+01
    0.9953940000E+02    0.9554634924E+02    0.3993050757E+01
Prediction RMSE and MaxAE:         8.7615179014       20.6111454191
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.5629570000E+02    0.5584161566E+02    0.4540843383E+00
    0.4909853333E+02    0.4406890831E+02    0.5029625027E+01
    0.1236949333E+03    0.1196256770E+03    0.4069256334E+01
    0.6544593333E+02    0.6494459703E+02    0.5013363058E+00
    0.5754726667E+02    0.7092390988E+02   -0.1337664322E+02
    0.6419260000E+02    0.8394082465E+02   -0.1974822465E+02
    0.6074053333E+02    0.6094232673E+02   -0.2017934005E+00
    0.6109540000E+02    0.6074066548E+02    0.3547345158E+00
    0.6641613333E+02    0.6484164689E+02    0.1574486444E+01
    0.4331223333E+02    0.4383460842E+02   -0.5223750843E+00
    0.1270568667E+03    0.1242595558E+03    0.2797310873E+01
    0.1048403333E+03    0.9529427456E+02    0.9546058768E+01
    0.1511233333E+02    0.1315905624E+02    0.1953277097E+01
    0.5040940000E+02    0.3929538223E+02    0.1111401777E+02
    0.6252836667E+02    0.4816936381E+02    0.1435900286E+02
    0.6859230000E+02    0.5712617289E+02    0.1146612711E+02
    0.7978300000E+02    0.8450534151E+02   -0.4722341513E+01
    0.4609493333E+02    0.5531623867E+02   -0.9221305332E+01
    0.2953980000E+02    0.2094026375E+02    0.8599536249E+01
    0.6125163333E+02    0.5474762210E+02    0.6504011234E+01
    0.1227551333E+03    0.1258686079E+03   -0.3113474528E+01
    0.1092017667E+03    0.1107931263E+03   -0.1591359606E+01
    0.1519966667E+02    0.2091108733E+02   -0.5711420662E+01
    0.2608033333E+02    0.3563769433E+02   -0.9557360992E+01
    0.2318960000E+02    0.3135016910E+02   -0.8160569105E+01
    0.3464173333E+02    0.4120848808E+02   -0.6566754748E+01
    0.9001296667E+02    0.9286225150E+02   -0.2849284832E+01
    0.9820813333E+02    0.9956053342E+02   -0.1352400084E+01
    0.6961473333E+02    0.4640835550E+02    0.2320637783E+02
    0.8448030000E+02    0.9422372573E+02   -0.9743425729E+01
    0.1186644000E+03    0.1139808486E+03    0.4683551411E+01
    0.1662153333E+02    0.1078676414E+02    0.5834769194E+01
    0.2838256667E+02    0.2444154494E+02    0.3941021728E+01
    0.9953940000E+02    0.9967203009E+02   -0.1326300883E+00
Prediction RMSE and MaxAE:         8.3358578936       23.2063778301
