Predictions (y,pred,y-pred) by the model of dimension:     1
    0.1576773333E+02    0.1814886386E+02   -0.2381130523E+01
    0.1876863333E+02    0.1905337867E+02   -0.2847453387E+00
    0.6769980000E+02    0.6924579540E+02   -0.1545995403E+01
    0.1240794333E+03    0.1108704302E+03    0.1320900316E+02
    0.6587150000E+02    0.6768876916E+02   -0.1817269162E+01
    0.3478613333E+02    0.4197706124E+02   -0.7190927910E+01
Prediction RMSE and MaxAE:         6.8162983712       13.6251832327
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.1129134333E+03    0.1060025116E+03    0.6910921746E+01
    0.5741510000E+02    0.5600331691E+02    0.1411783086E+01
    0.9577526667E+02    0.8941759408E+02    0.6357672590E+01
    0.6416440000E+02    0.6919449235E+02   -0.5030092352E+01
    0.5631520000E+02    0.6687508199E+02   -0.1055988199E+02
    0.7081320000E+02    0.7508719839E+02   -0.4273998387E+01
    0.9879613333E+02    0.9997109996E+02   -0.1174966625E+01
    0.5462010000E+02    0.5673900023E+02   -0.2118900232E+01
    0.5625880000E+02    0.4880655595E+02    0.7452244049E+01
    0.1171394000E+03    0.1103129770E+03    0.6826422956E+01
    0.4263683333E+02    0.4296401306E+02   -0.3271797259E+00
    0.9410970000E+02    0.9135781199E+02    0.2751888012E+01
    0.9391083333E+02    0.8644777589E+02    0.7463057447E+01
    0.7457800000E+02    0.6973519539E+02    0.4842804615E+01
    0.7547360000E+02    0.7483487790E+02    0.6387221049E+00
    0.7601236667E+02    0.8007608580E+02   -0.4063719132E+01
    0.5415630000E+02    0.4953972419E+02    0.4616575806E+01
    0.5043943333E+02    0.5972553110E+02   -0.9286097770E+01
    0.2761040000E+02    0.1667266212E+02    0.1093773788E+02
    0.4472750000E+02    0.4628590539E+02   -0.1558405389E+01
    0.6651516667E+02    0.6797191687E+02   -0.1456750208E+01
    0.7973906667E+02    0.9156092781E+02   -0.1182186114E+02
    0.1005121667E+03    0.9847252672E+02    0.2039639945E+01
    0.4908086667E+02    0.4531798188E+02    0.3762884791E+01
    0.5592400000E+02    0.5005832063E+02    0.5865679372E+01
    0.1462273333E+02    0.2203855394E+02   -0.7415820603E+01
    0.5274676667E+02    0.4968005327E+02    0.3066713399E+01
    0.1263756667E+02    0.2314094815E+02   -0.1050338149E+02
    0.1576773333E+02    0.1837380415E+02   -0.2606070817E+01
    0.1876863333E+02    0.1961539201E+02   -0.8467586794E+00
    0.6769980000E+02    0.6720358860E+02    0.4962114035E+00
    0.1240794333E+03    0.1258162096E+03   -0.1736776253E+01
    0.6587150000E+02    0.6316306827E+02    0.2708431732E+01
    0.3478613333E+02    0.3531433477E+02   -0.5282014331E+00
Prediction RMSE and MaxAE:         5.6212024703       11.8218611420
