Predictions (y,pred,y-pred) by the model of dimension:     1
    0.3150956000E+03    0.3161855138E+03   -0.1089913798E+01
    0.4160088000E+03    0.4006962699E+03    0.1531253009E+02
    0.5151889667E+03    0.5260623793E+03   -0.1087341268E+02
    0.5038068667E+03    0.5016267777E+03    0.2180088985E+01
    0.2283086667E+03    0.2365845307E+03   -0.8275864047E+01
    0.2502162667E+03    0.2546340531E+03   -0.4417786448E+01
    0.2534641000E+03    0.2528975047E+03    0.5665953274E+00
    0.3151633333E+03    0.3144712515E+03    0.6920817927E+00
    0.4441880000E+03    0.4458535556E+03   -0.1665555585E+01
    0.4642795333E+03    0.4632806921E+03    0.9988412024E+00
    0.2946690000E+03    0.2782831804E+03    0.1638581962E+02
    0.4207501667E+03    0.4253430190E+03   -0.4592852376E+01
    0.5019539333E+03    0.4851660374E+03    0.1678789597E+02
    0.2921547667E+03    0.2710013564E+03    0.2115341022E+02
    0.3085777333E+03    0.2997028479E+03    0.8874885478E+01
    0.4795982333E+03    0.4708401705E+03    0.8758062787E+01
Prediction RMSE and MaxAE:        12.0973789099       24.1300381365
