Predictions (y,pred,y-pred) by the model of dimension:     1
    0.4187009000E+03    0.4198029270E+03   -0.1102026973E+01
    0.3091172667E+03    0.3279981471E+03   -0.1888088044E+02
    0.2309024667E+03    0.2249840901E+03    0.5918376603E+01
    0.2359238667E+03    0.2205536055E+03    0.1537026120E+02
    0.2859014667E+03    0.2917544403E+03   -0.5852973600E+01
    0.3238940333E+03    0.3365171081E+03   -0.1262307476E+02
    0.2942082000E+03    0.3010987359E+03   -0.6890535887E+01
    0.2500072667E+03    0.2695438418E+03   -0.1953657511E+02
    0.2889783333E+03    0.2890568422E+03   -0.7850887199E-01
    0.2808691333E+03    0.2890795244E+03   -0.8210391068E+01
    0.2913401333E+03    0.2904476702E+03    0.8924630944E+00
    0.3113269333E+03    0.3232374673E+03   -0.1191053399E+02
    0.4657620000E+03    0.4667463059E+03   -0.9843059075E+00
    0.4442737333E+03    0.4278639593E+03    0.1640977399E+02
    0.5172851333E+03    0.5265743618E+03   -0.9289228464E+01
    0.5133680667E+03    0.5146447847E+03   -0.1276718042E+01
    0.5106567333E+03    0.5087291523E+03    0.1927581066E+01
    0.5020189333E+03    0.4912066382E+03    0.1081229509E+02
    0.5003844000E+03    0.4883225139E+03    0.1206188606E+02
    0.2310318667E+03    0.2341434247E+03   -0.3111558018E+01
    0.2410007667E+03    0.2406459385E+03    0.3548282163E+00
    0.2426874667E+03    0.2467148004E+03   -0.4027333778E+01
    0.2586609333E+03    0.2530942529E+03    0.5566680461E+01
    0.2541741667E+03    0.2518078567E+03    0.2366310010E+01
    0.2826566667E+03    0.2883873018E+03   -0.5730635172E+01
    0.3192131333E+03    0.3244584280E+03   -0.5245294643E+01
    0.4555497333E+03    0.4502667593E+03    0.5282974004E+01
    0.5099616667E+03    0.5052958594E+03    0.4665807253E+01
    0.3590403667E+03    0.3762360821E+03   -0.1719571548E+02
    0.3920042333E+03    0.4043361302E+03   -0.1233189683E+02
    0.4221508000E+03    0.4326180208E+03   -0.1046722081E+02
    0.4991327333E+03    0.4897494050E+03    0.9383328351E+01
Prediction RMSE and MaxAE:         9.7120675140       19.5365751074
Predictions (y,pred,y-pred) by the model of dimension:     3
    0.3071145667E+03    0.3248239554E+03   -0.1770938872E+02
    0.2338034333E+03    0.2149374440E+03    0.1886598935E+02
    0.4187009000E+03    0.4239757277E+03   -0.5274827695E+01
    0.3091172667E+03    0.3330074365E+03   -0.2389016979E+02
    0.2309024667E+03    0.2338828703E+03   -0.2980403654E+01
    0.2359238667E+03    0.2298358555E+03    0.6088011158E+01
    0.2859014667E+03    0.2960240594E+03   -0.1012259271E+02
    0.3238940333E+03    0.3412493493E+03   -0.1735531594E+02
    0.2942082000E+03    0.3039848894E+03   -0.9776689381E+01
    0.2500072667E+03    0.2344664908E+03    0.1554077583E+02
    0.2889783333E+03    0.2923912125E+03   -0.3412879195E+01
    0.2808691333E+03    0.2896054062E+03   -0.8736272911E+01
    0.2913401333E+03    0.2903159524E+03    0.1024180890E+01
    0.3113269333E+03    0.3229446411E+03   -0.1161770772E+02
    0.4657620000E+03    0.4657483673E+03    0.1363268394E-01
    0.4442737333E+03    0.4269379280E+03    0.1733580533E+02
    0.5172851333E+03    0.5301215165E+03   -0.1283638312E+02
    0.5133680667E+03    0.5182505538E+03   -0.4882487152E+01
    0.5106567333E+03    0.5123639871E+03   -0.1707253747E+01
    0.5020189333E+03    0.4949275677E+03    0.7091365643E+01
    0.5003844000E+03    0.4920576142E+03    0.8326785838E+01
    0.2310318667E+03    0.2391274013E+03   -0.8095534682E+01
    0.2410007667E+03    0.2455979658E+03   -0.4597199178E+01
    0.2426874667E+03    0.2516370093E+03   -0.8949542595E+01
    0.2586609333E+03    0.2579851171E+03    0.6758162672E+00
    0.2541741667E+03    0.2567050414E+03   -0.2530874727E+01
    0.2826566667E+03    0.2916158961E+03   -0.8959229433E+01
    0.3192131333E+03    0.3288237753E+03   -0.9610641991E+01
    0.4555497333E+03    0.4540139635E+03    0.1535769800E+01
    0.5099616667E+03    0.5087726852E+03    0.1188981493E+01
    0.3590403667E+03    0.3754337731E+03   -0.1639340640E+02
    0.3920042333E+03    0.4033957551E+03   -0.1139152175E+02
    0.4221508000E+03    0.4315386863E+03   -0.9387886283E+01
    0.4991327333E+03    0.4883893627E+03    0.1074337063E+02
Prediction RMSE and MaxAE:        10.6309720620       23.8901697878
